# semiconductor: Si
# Eg_eV: 1.12
E_eV,Dit_cm^-2eV^-1
0.1190000000000001,309139156296.43274
0.1200000000000001,303656608377.6162
0.12100000000000011,298231329124.6706
0.12200000000000011,292863941239.8934
0.12300000000000011,287555028979.19495
0.12400000000000011,282305138513.38416
0.1250000000000001,277114778312.10004
0.1260000000000001,271984419549.605
0.1270000000000001,266914496531.64383
0.1280000000000001,261905407142.56805
0.12900000000000011,256957513311.91434
0.13000000000000012,252071141499.62683
0.13100000000000012,247246583199.10236
0.13200000000000012,242484095457.23917
0.133,237783901410.66507
0.134,233146190837.32013
0.135,228571120722.57477
0.136,224058815839.05264
0.137,219609369339.3435
0.138,215222843360.7854
0.139,210899269641.50394
0.14,206638650146.89847
0.14100000000000001,202440957705.77365
0.14200000000000002,198306136655.31796
0.14300000000000002,194234103494.14285
0.14400000000000002,190224747542.60004
0.14500000000000002,186277931609.6073
0.14600000000000002,182393492665.21927
0.14700000000000002,178571242518.19507
0.14800000000000002,174810968497.8208
0.14900000000000002,171112434139.26132
0.15000000000000002,167475379871.72443
0.15100000000000002,163899523708.73746
0.15200000000000002,160384561939.84747
0.15300000000000002,156930169823.07114
0.15400000000000003,153536002277.4357
0.15500000000000003,150201694574.96716
0.15600000000000003,146926863031.49857
0.15700000000000003,143711105695.68503
0.15800000000000003,140554003035.6313
0.15900000000000003,137455118622.553
0.16000000000000003,134413999810.91049
0.16100000000000003,131430178414.47047
0.16200000000000003,128503171377.76942
0.16300000000000003,125632481442.47157
0.16400000000000003,122817597808.12883
0.16500000000000004,120057996786.87227
0.16600000000000004,117353142451.58093
0.16700000000000004,114702487277.09213
0.16800000000000004,112105472774.0366
0.16900000000000004,109561530114.90128
0.17000000000000004,107070080751.93796
0.17100000000000004,104630537026.55913
0.17200000000000004,102242302769.87666
0.17300000000000004,99904773894.05937
0.17400000000000004,97617338974.20587
0.17500000000000004,95379379820.44246
0.17600000000000005,93190272039.97821
0.17700000000000005,91049385588.86742
0.17800000000000005,88956085313.24286
0.17900000000000005,86909731479.80754
0.18000000000000005,84909680295.38446
0.18100000000000005,82955284415.34363
0.18200000000000005,81045893440.74391
0.18300000000000005,79180854404.03987
0.18400000000000005,77359512243.2242
0.18500000000000005,75581210264.29092
0.18600000000000005,73845290591.91911
0.18700000000000006,72151094608.29538
0.18800000000000006,70497963380.00479
0.18900000000000006,68885238072.93797
0.19000000000000006,67312260355.17512
0.19100000000000006,65778372787.821236
0.19200000000000006,64282919203.78146
0.19300000000000006,62825245074.479485
0.19400000000000006,61404697864.531876
0.19500000000000006,60020627374.408195
0.19600000000000006,58672386071.11458
0.19700000000000006,57359329406.95287
0.19800000000000006,56080816126.418335
0.19900000000000007,54836208561.30852
0.20000000000000007,53624872914.12781
0.20100000000000007,52446179529.882164
0.20200000000000007,51299503156.36646
0.20300000000000007,50184223193.05886
0.20400000000000007,49099723928.74276
0.20500000000000007,48045394767.986725
0.20600000000000007,47020630446.620995
0.20700000000000007,46024831236.35518
0.20800000000000007,45057403138.69035
0.20900000000000007,44117758068.28526
0.21000000000000008,43205314025.94133
0.21100000000000008,42319495261.37929
0.21200000000000008,41459732425.98352
0.21300000000000008,40625462715.696655
0.21400000000000008,39816130004.251755
0.21500000000000008,39031184966.932434
0.21600000000000008,38270085195.05696
0.21700000000000008,37532295301.38469
0.21800000000000008,36817287016.646706
0.21900000000000008,36124539277.40619
0.22000000000000008,35453538305.45514
0.22100000000000009,34803777678.95748
0.2220000000000001,34174758395.55012
0.2230000000000001,33565988927.614475
0.2240000000000001,32976985269.933212
0.2250000000000001,32407270979.946793
0.2260000000000001,31856377210.82599
0.2270000000000001,31323842737.576233
0.2280000000000001,30809213976.38993
0.2290000000000001,30312044997.46266
0.2300000000000001,29831897531.48893
0.2310000000000001,29368340970.05172
0.2320000000000001,28920952360.1202
0.2330000000000001,28489316392.86782
0.2340000000000001,28073025387.0219
0.2350000000000001,27671679266.95478
0.2360000000000001,27284885535.723747
0.2370000000000001,26912259243.265717
0.2380000000000001,26553422949.95053
0.2390000000000001,26208006685.693424
0.2400000000000001,25875647904.826202
0.2410000000000001,25555991436.92241
0.2420000000000001,25248689433.77013
0.2430000000000001,24953401312.682755
0.2440000000000001,24669793696.33458
0.2450000000000001,24397540349.305477
0.2460000000000001,24136322111.515484
0.2470000000000001,23885826828.726242
0.2480000000000001,23645749280.28359
0.2490000000000001,23415791104.271194
0.2500000000000001,23195660720.24208
0.2510000000000001,22985073249.69092
0.2520000000000001,22783750434.42616
0.2530000000000001,22591420552.997425
0.2540000000000001,22407818335.329643
0.2550000000000001,22232684875.71131
0.2560000000000001,22065767544.28084
0.2570000000000001,21906819897.150284
0.2580000000000001,21755601585.30242
0.2590000000000001,21611878262.392883
0.26,21475421491.5849
0.261,21346008651.54048
0.262,21223422841.687965
0.263,21107452786.88137
0.264,20997892741.563644
0.265,20894542393.54161
0.266,20797206767.476498
0.267,20705696128.19035
0.268,20619825883.884342
0.269,20539416489.361603
0.27,20464293349.343117
0.271,20394286721.96165
0.272,20329231622.515133
0.273,20268967727.55687
0.274,20213339279.396927
0.275,20162194991.085102
0.276,20115387951.94266
0.277,20072775533.70655
0.278,20034219297.346542
0.279,19999584900.612316
0.28,19968742006.364597
0.281,19941564191.741074
0.28200000000000003,19917928858.204865
0.28300000000000003,19897717142.52041
0.28400000000000003,19880813828.698498
0.28500000000000003,19867107260.949722
0.28600000000000003,19856489257.682396
0.28700000000000003,19848855026.578655
0.28800000000000003,19844103080.77977
0.28900000000000003,19842135156.20901
0.29000000000000004,19842856130.058075
0.29100000000000004,19846173940.460796
0.29200000000000004,19851999507.37524
0.29300000000000004,19860246654.693466
0.29400000000000004,19870832033.595676
0.29500000000000004,19883675047.16367
0.29600000000000004,19898697776.266434
0.29700000000000004,19915824906.728725
0.29800000000000004,19934983657.79163
0.29900000000000004,19956103711.872448
0.30000000000000004,19979117145.6293
0.30100000000000016,20003958362.33445
0.30200000000000005,20030564025.558517
0.30300000000000016,20058872994.166542
0.30400000000000005,20088826258.625084
0.30500000000000016,20120366878.61849
0.30600000000000005,20153439921.970905
0.30700000000000016,20187992404.86959
0.30800000000000005,20223973233.383606
0.30900000000000016,20261333146.271313
0.31000000000000005,20300024659.06844
0.31100000000000017,20340002009.448116
0.31200000000000006,20381221103.842743
0.31300000000000017,20423639465.31731
0.31400000000000006,20467216182.682182
0.31500000000000017,20511911860.833443
0.31600000000000006,20557688572.307407
0.31700000000000017,20604509810.03584
0.31800000000000006,20652340441.287254
0.3190000000000002,20701146662.779663
0.32000000000000006,20750895956.948997
0.3210000000000002,20801557049.357624
0.32200000000000006,20853099867.226135
0.3230000000000002,20905495499.072052
0.32400000000000007,20958716155.437946
0.32499999999999996,21012735130.69174
0.32600000000000007,21067526765.88129
0.32699999999999996,21123066412.62523
0.32800000000000007,21179330398.022034
0.32899999999999996,21236295990.558582
0.33000000000000007,21293941367.000015
0.33099999999999996,21352245580.24183
0.3320000000000001,21411188528.10582
0.33299999999999996,21470750923.060635
0.3340000000000001,21530914262.848442
0.33499999999999996,21591660801.998466
0.3360000000000001,21652973524.208836
0.33699999999999997,21714836115.57756
0.3380000000000001,21777232938.66419
0.33899999999999997,21840149007.36306
0.3400000000000001,21903569962.56987
0.34099999999999997,21967482048.62268
0.3420000000000001,22031872090.49938
0.34299999999999997,22096727471.75285
0.3440000000000001,22162036113.1663
0.345,22227786452.11031
0.3460000000000001,22293967422.584343
0.347,22360568435.924713
0.3480000000000001,22427579362.16215
0.349,22494990512.01141
0.3500000000000001,22562792619.476406
0.351,22630976825.05392
0.3520000000000001,22699534659.519794
0.353,22768458028.28108
0.3540000000000001,22837739196.278633
0.355,22907370773.42418
0.3560000000000001,22977345700.556816
0.357,23047657235.903423
0.3580000000000001,23118298942.02874
0.359,23189264673.259945
0.3600000000000001,23260548563.572033
0.361,23332145014.919533
0.3620000000000001,23404048686.0014
0.363,23476254481.445023
0.3640000000000001,23548757541.396988
0.365,23621553231.507057
0.3660000000000001,23694637133.293365
0.367,23768005034.87619
0.3680000000000001,23841652922.068672
0.369,23915576969.8124
0.3700000000000001,23989773533.946957
0.371,24064239143.301678
0.3720000000000001,24138970492.099518
0.373,24213964432.661716
0.3740000000000001,24289217968.403576
0.375,24364728247.11088
0.3760000000000001,24440492554.487625
0.377,24516508307.965008
0.3780000000000001,24592773050.76315
0.379,24669284446.19587
0.3800000000000001,24746040272.210377
0.381,24823038416.152954
0.3820000000000001,24900276869.752827
0.383,24977753724.315754
0.3840000000000001,25055467166.12018
0.385,25133415472.007755
0.3860000000000001,25211597005.1617
0.387,25290010211.06513
0.3880000000000001,25368653613.633312
0.389,25447525811.512547
0.3900000000000001,25526625474.539772
0.391,25605951340.356236
0.3920000000000001,25685502211.169743
0.393,25765276950.65907
0.39400000000000013,25845274481.015495
0.395,25925493780.115566
0.39600000000000013,26005933878.82022
0.397,26086593858.394848
0.39800000000000013,26167472848.045757
0.399,26248570022.567883
0.40000000000000013,26329884600.099777
0.401,26411415839.980766
0.40200000000000014,26493163040.70669
0.403,26575125537.97965
0.40400000000000014,26657302702.8482
0.405,26739693939.93378
0.40600000000000014,26822298685.7402
0.40700000000000003,26905116407.042175
0.40800000000000014,26988146599.349937
0.40900000000000003,27071388785.44632
0.41000000000000014,27154842513.993515
0.41100000000000003,27238507358.206017
0.41200000000000014,27322382914.587475
0.41300000000000003,27406468801.727936
0.41400000000000015,27490764659.15956
0.41500000000000004,27575270146.267475
0.41600000000000015,27659984941.253967
0.41700000000000004,27744908740.15307
0.41800000000000015,27830041255.893795
0.41900000000000004,27915382217.409218
0.42000000000000015,28000931368.79001
0.42100000000000004,28086688468.479683
0.42200000000000015,28172653288.51026
0.42300000000000004,28258825613.77599
0.42400000000000015,28345205241.343765
0.42500000000000004,28431791979.798164
0.42600000000000016,28518585648.619884
0.42700000000000005,28605586077.595474
0.42800000000000016,28692793106.257595
0.42900000000000005,28780206583.353542
0.43000000000000016,28867826366.341476
0.43100000000000005,28955652320.91235
0.43200000000000016,29043684320.53689
0.43300000000000005,29131922246.035816
0.43400000000000016,29220365985.172882
0.43500000000000005,29309015432.268833
0.43600000000000017,29397870487.836006
0.43700000000000006,29486931058.23194
0.43800000000000017,29576197055.331566
0.43900000000000006,29665668396.21658
0.44000000000000017,29755345002.88165
0.44100000000000006,29845226801.95604
0.44200000000000017,29935313724.44053
0.44300000000000006,30025605705.458183
0.4440000000000002,30116102684.018867
0.44500000000000006,30206804602.79633
0.4460000000000002,30297711407.917656
0.44700000000000006,30388823048.763943
0.4480000000000002,30480139477.782238
0.44900000000000007,30571660650.307438
0.4500000000000002,30663386524.39446
0.45100000000000007,30755317060.659275
0.4520000000000002,30847452222.12914
0.45300000000000007,30939791974.10088
0.45399999999999996,31032336284.007385
0.45500000000000007,31125085121.291348
0.45599999999999996,31218038457.286236
0.4570000000000001,31311196265.104057
0.45799999999999996,31404558519.52926
0.4590000000000001,31498125196.918976
0.45999999999999996,31591896275.108616
0.4610000000000001,31685871733.32322
0.46199999999999997,31780051552.093533
0.4630000000000001,31874435713.17727
0.46399999999999997,31969024199.484604
0.4650000000000001,32063816995.008293
0.46599999999999997,32158814084.757504
0.4670000000000001,32254015454.695908
0.46799999999999997,32349421091.683
0.4690000000000001,32445030983.41919
0.47,32540845118.39387
0.4710000000000001,32636863485.836754
0.472,32733086075.671906
0.4730000000000001,32829512878.47474
0.474,32926143885.431248
0.4750000000000001,33022979088.300064
0.476,33120018479.376408
0.4770000000000001,33217262051.458546
0.478,33314709797.81594
0.4790000000000001,33412361712.159714
0.48,33510217788.614426
0.4810000000000001,33608278021.69207
0.482,33706542406.267235
0.4830000000000001,33805010937.554092
0.484,33903683611.08456
0.4850000000000001,34002560422.68802
0.486,34101641368.47208
0.4870000000000001,34200926444.80477
0.488,34300415648.29752
0.4890000000000001,34400108975.78959
0.49,34500006424.33306
0.4910000000000001,34600107991.17917
0.492,34700413673.765076
0.4930000000000001,34800923469.70195
0.494,34901637376.76326
0.4950000000000001,35002555392.87437
0.496,35103677516.10227
0.4970000000000001,35205003744.64642
0.498,35306534076.82978
0.4990000000000001,35408268511.09076
0.5,35510207045.97535
0.5010000000000001,35612349680.13018
0.502,35714696412.29547
0.5030000000000001,35817247241.29904
0.504,35920002166.05019
0.5050000000000001,36022961185.53438
0.506,36126124298.80789
0.5070000000000001,36229491504.99323
0.508,36333062803.274414
0.5090000000000001,36436838192.89301
0.51,36540817673.14399
0.5110000000000001,36645001243.37221
0.512,36749388902.96892
0.5130000000000001,36853980651.36864
0.514,36958776488.04608
0.5150000000000001,37063776412.5135
0.516,37168980424.31791
0.5170000000000001,37274388523.03888
0.518,37380000708.28611
0.5190000000000001,37485816979.69739
0.52,37591837336.93662
0.5210000000000001,37698061779.69208
0.522,37804490307.67445
0.5230000000000001,37911122920.61559
0.524,38017959618.266754
0.5250000000000001,38125000400.397385
0.526,38232245266.79372
0.5270000000000001,38339694217.2577
0.528,38447347251.60573
0.5290000000000001,38555204369.66781
0.53,38663265571.28635
0.5310000000000001,38771530856.315506
0.532,38880000224.62013
0.5330000000000001,38988673676.075165
0.534,39097551210.564804
0.5350000000000001,39206632827.9819
0.536,39315918528.227234
0.5370000000000001,39425408311.20912
0.538,39535102176.84261
0.5390000000000001,39645000125.04924
0.54,39755102155.75638
0.5410000000000001,39865408268.89692
0.542,39975918464.40876
0.5430000000000001,40086632742.23462
0.544,40197551102.32141
0.5450000000000002,40308673544.62021
0.546,40420000069.08573
0.5470000000000002,40531530675.67622
0.548,40643265364.35303
0.5490000000000002,40755204135.08058
0.55,40867346987.825905
0.5510000000000002,40979693922.55869
0.552,41092244939.25086
0.5530000000000002,41205000037.87659
0.554,41317959218.41196
0.5550000000000002,41431122480.83503
0.556,41544489825.125435
0.5570000000000002,41658061251.26453
0.558,41771836759.234955
0.5590000000000002,41885816349.0209
0.56,42000000020.60763
0.5610000000000002,42114387773.981674
0.562,42228979609.13055
0.5630000000000002,42343775526.04283
0.5640000000000001,42458775524.707886
0.5650000000000002,42573979605.116066
0.5660000000000001,42689387767.258354
0.5670000000000002,42805000011.12656
0.5680000000000001,42920816336.71302
0.5690000000000002,43036836744.010826
0.5700000000000001,43153061233.01349
0.5710000000000002,43269489803.71515
0.5720000000000001,43386122456.11031
0.5730000000000002,43502959190.19403
0.5740000000000001,43620000005.96167
0.5750000000000002,43737244903.40903
0.5760000000000001,43854693882.53217
0.5770000000000002,43972346943.327614
0.5780000000000001,44090204085.79196
0.5790000000000002,44208265309.9223
0.5800000000000001,44326530615.7158
0.581,44445000003.16992
0.5820000000000001,44563673472.28237
0.583,44682551023.05095
0.5840000000000001,44801632655.47373
0.585,44920918369.54887
0.5860000000000001,45040408165.27474
0.587,45160102042.64979
0.5880000000000001,45280000001.67267
0.589,45400102042.34203
0.5900000000000001,45520408164.65676
0.591,45640918368.61575
0.5920000000000001,45761632654.21804
0.593,45882551021.462685
0.5940000000000001,46003673470.34889
0.595,46125000000.875854
0.5960000000000001,46246530613.04295
0.597,46368265306.84948
0.5980000000000001,46490204082.29489
0.599,46612346939.37862
0.6000000000000001,46734693878.100204
0.601,46857244898.459175
0.6020000000000001,46980000000.455154
0.603,47102959184.087715
0.6040000000000001,47226122449.356575
0.605,47349489796.26137
0.6060000000000001,47473061224.80185
0.607,47596836734.97771
0.6080000000000001,47720816326.78875
0.609,47845000000.23471
0.6100000000000001,47969387755.31545
0.611,48093979592.03071
0.6120000000000001,48218775510.380394
0.613,48343775510.364296
0.6140000000000001,48468979591.98231
0.615,48594387755.23428
0.6160000000000001,48720000000.12013
0.617,48845816326.639694
0.6180000000000001,48971836734.792946
0.619,49098061224.57972
0.6200000000000001,49224489796.00001
0.621,49351122449.05368
0.6220000000000001,49477959183.74072
0.623,49605000000.061
0.6240000000000001,49732244898.01454
0.625,49859693877.60122
0.6260000000000001,49987346938.821045
0.627,50115204081.673935
0.6280000000000001,50243265306.15989
0.629,50371530612.27883
0.6300000000000001,50500000000.03076
0.631,50628673469.41562
0.6320000000000001,50757551020.433426
0.633,50886632653.0841
0.6340000000000001,51015918367.36767
0.635,51145408163.28407
0.6360000000000001,51275102040.83333
0.637,51405000000.01537
0.6380000000000001,51535102040.83027
0.639,51665408163.27791
0.6400000000000001,51795918367.35835
0.641,51926632653.07155
0.6420000000000001,52057551020.41752
0.643,52188673469.3962
0.6440000000000001,52320000000.00765
0.645,52451530612.2518
0.6460000000000001,52583265306.128716
0.647,52715204081.6383
0.6480000000000001,52847346938.78063
0.649,52979693877.55564
0.6500000000000001,53112244897.96336
0.651,53245000000.00377
0.6520000000000001,53377959183.676895
0.653,53511122448.982666
0.6540000000000001,53644489795.92116
0.655,53778061224.49231
0.6560000000000001,53911836734.69616
0.657,54045816326.53267
0.6580000000000001,54180000000.00186
0.659,54314387755.10371
0.6600000000000001,54448979591.83826
0.661,54583775510.205444
0.6620000000000001,54718775510.20532
0.663,54853979591.837845
0.6640000000000001,54989387755.10306
0.665,55125000000.0009
0.6660000000000001,55260816326.53144
0.667,55396836734.69461
0.6680000000000001,55533061224.49046
0.669,55669489795.91897
0.6700000000000002,55806122448.98015
0.671,55942959183.67396
0.6720000000000002,56080000000.00045
0.673,56217244897.95958
0.6740000000000002,56354693877.5514
0.675,56492346938.77584
0.6760000000000002,56630204081.63296
0.677,56768265306.12272
0.6780000000000002,56906530612.245155
0.679,57045000000.00021
0.6800000000000002,57183673469.38797
0.681,57322551020.40835
0.6820000000000002,57461632653.0614
0.683,57600918367.34709
0.6840000000000002,57740408163.26546
0.685,57880102040.81645
0.6860000000000002,58020000000.00013
0.687,58160102040.81642
0.6880000000000002,58300408163.26542
0.6890000000000001,58440918367.34702
0.6900000000000002,58581632653.06131
0.6910000000000001,58722551020.40823
0.6920000000000002,58863673469.38784
0.6930000000000001,59005000000.00005
0.6940000000000002,59146530612.24497
0.6950000000000001,59288265306.122505
0.6960000000000002,59430204081.632706
0.6970000000000001,59572346938.77556
0.6980000000000002,59714693877.55108
0.6990000000000001,59857244897.95923
0.7,60000000000.00002
